"";"GSM3688814_p.15.06.2016_01_AS6.ga.cel";"GSM3688815_p.15.06.2016_02_AS2.ga.cel";"GSM3688816_p.15.06.2016_03_AS3.ga.cel";"GSM3688817_p.15.06.2016_04_AS5.ga.cel";"GSM3688818_p.15.06.2016_14_AS7.ga.cel";"GSM3688819_p.15.06.2016_05_S15.ga.cel";"GSM3688820_p.15.06.2016_07_S10.ga.cel";"GSM3688821_p.15.06.2016_09_S29.ga.cel";"P.Value";"adj.P.Val";"B"
"16650003";3,58389256851044;3,47988407100262;3,66682129949604;3,77902661189805;4,50049464388377;4,11155441149424;6,07335336729614;6,14623312256348;0,090822035389121;0,391378643971473;-4,67923422809124
"16650005";3,95353122040899;3,75270902906651;4,1185785695128;4,31745419737254;4,21824987932421;3,73202710877239;6,42378522892364;3,88971641641607;0,227046280223251;0,506124786315061;-5,40745312101132
"16650013";3,85562865335455;4,12061152814857;5,08720657457538;5,30174616077146;3,24099624128674;6,43602323364418;4,3723859102449;6,23288290983708;0,015041342552372;0,279930953517972;-3,10515221475917
"16650015";5,83695220229085;5,54281822669797;6,00686890634397;4,30373194094152;4,52082533311322;4,10292166730092;4,65021181003239;6,45235595743499;0,277088196699169;0,546513242812054;-5,55239064595439
"16650017";5,59151294408767;4,74389673534942;5,3520408384144;4,13270023706225;4,63392973657707;5,84377817865399;4,48830841799393;5,24080759038868;0,0699143669002977;0,370972879747877;-4,45879439578168
"16650019";4,1856192525797;6,20340272438395;5,12485282061993;4,19980721811428;3,56937636057071;3,33675767232576;3,64052359984026;4,26205162249677;0,140261163190735;0,432567843891584;-5,034805149763
"16650023";5,28520582237334;4,05362862938011;4,23709229485077;4,3645394151515;3,87041183760865;4,24265579926497;3,84877131007278;3,66787636421548;0,527875374273733;0,731634941243421;-5,96129108565909
"16650025";3,87460892697677;3,52890603691062;3,49669307276751;3,51582367365599;5,76659353708314;3,2961290815696;5,10998171996181;3,8043076918441;0,561517030039655;0,754090198442194;-5,9934024540149
"16650031";5,3825136663634;3,96734345064131;6,00759016147406;4,52386589022313;4,60517926089351;6,3963992900751;6,86356141586012;4,85330666560101;0,118954572978053;0,418962108852934;-4,90178466245534
"16650033";3,16209338120796;6,02538057357305;3,59220092567835;3,93214382831626;3,31776617549003;3,29429226658518;3,19017008067728;3,16331469754736;0,496536256311647;0,712808709761951;-5,92790144711532
"16650041";7,49070459782067;6,72072191461747;7,54788624449928;6,27491350340085;7,22603661406273;5,51553026541878;7,93979326043654;6,16954233065822;0,564907930268469;0,757202589731856;-5,99644001251568
"16650043";7,64208591076719;5,38977033113072;7,00904865787478;6,64760305732602;5,68985179157546;8,71037897137984;8,07801335448799;8,48589922234693;0,00304319664515484;0,16242784685269;-1,6431427307931
"16650045";4,21613904408453;3,22039264129831;3,7228649616645;3,76705263416177;4,84812735395361;2,8833421201935;3,55481036207991;3,7602001826527;0,906816071432652;0,955653952471363;-6,16263971503068
"16650047";7,517234902546;5,43348404971467;4,84426753212432;6,65455362807891;7,34874276857954;5,78577420799953;4,15270210257325;6,62487255446317;0,876322161386977;0,941808067935818;-6,15713175699319
"16650049";4,97401673205503;5,94914865081641;4,38965673928329;4,61896965602225;3,57434365884046;3,65952533289528;4,04506495540739;5,21914936329712;0,431856766972567;0,667428583477492;-5,84661827790306
"16650051";6,19814476787017;5,27895002330349;4,89934507971495;5,41001970663637;4,67249311410561;5,5062588577749;5,7152153327508;5,41001970663637;0,167602357212127;0,453480419069712;-5,17569210453348
"16650053";9,33191129710483;8,60462545734943;8,93390168999583;7,65207308051574;8,95826344341866;5,79091276301723;6,27944454932216;7,6233667548786;0,0789825767045061;0,381507192125117;-4,56206404876689
"16650057";4,93549112986589;5,7843237078457;6,07220313391291;5,56006817127371;7,20566793988811;5,03615569719025;5,28369858803302;5,77374641357897;0,383225734363088;0,628426442794571;-5,77216001802861
"16650059";7,95321712899676;7,23760687257989;7,80407647135839;6,03248187082215;7,42470055352569;6,47306435250411;7,74930571071464;7,3833382639454;0,756604480150704;0,877444644795122;-6,119520636186
"16650065";4,48838495388142;5,08310916436635;3,30179972286174;4,74042163405911;4,00050303034487;6,79245934975699;4,04787716063941;3,44372670637443;0,734576626427966;0,864769462554054;-6,10963466966936
"16650067";4,62964874826434;4,39414342500536;5,68997385693628;4,67245962608705;5,05238401173188;4,57360782803792;6,38177188954001;5,10562160126911;0,395679308093766;0,63990858252827;-5,79248767199191
"16650069";4,41788619522827;6,24357746106843;5,19994871489993;4,8104227396591;5,04023441375736;4,85228704383874;3,96637982541349;4,868037774012;0,159292727082181;0,44519553726135;-5,13579614120755
"16650071";5,58683016884652;4,55251827930232;5,6942739830791;4,82532465266771;6,6877199077772;4,17757285807397;5,95463454905006;4,23028569456068;0,719663627010872;0,854795857904628;-6,10237773591284
"16650073";6,90031374188286;7,13983624202003;7,4655943285856;6,5483135866032;5,28163301491508;6,61570135183917;6,96383534427385;6,04963483232472;0,851875545994371;0,929394417915396;-6,15155843945572
"16650075";3,01243924939752;4,18110632350662;3,52985787745668;4,36090092185629;3,46179001235637;4,06240337439156;3,79457283628794;5,44282843563588;0,442225796377669;0,674494088292297;-5,86089923599048
"16650079";6,94058805064178;7,07930029446879;7,75404645223873;7,55880403311169;5,98428387077416;7,29237898059222;6,42393674515268;5,72383399504485;0,612985924101141;0,791059785991415;-6,03589959818897
"16650081";3,6990257941782;6,45654431620766;3,57884928831688;4,74038503825785;6,39943551124963;4,69291081465487;6,4108249425945;5,74771099262523;0,622503222613336;0,796880740434018;-6,04295504011477
"16650085";5,09862030759851;4,45643316692504;4,64247826976557;3,64787121630613;3,45424364703993;4,18900777677374;6,33437328048634;4,06056197331898;0,263533874125209;0,534412368347259;-5,51651288453616
"16650089";4,79526945814578;5,05928932597804;3,99646858357779;4,37565889228319;5,77741780771355;5,3111333574142;5,993728265987;4,33610792780191;0,380841896787038;0,626279571161018;-5,76816173865334
"16650093";5,67369630398215;4,93546899753755;6,03613518466228;5,78218964036947;5,74203386663528;6,70053271632069;7,39373585486194;6,19666588926042;0,0799291192896777;0,383042515180136;-4,57210502127918
"16650097";6,1249113234223;5,01262117422067;5,57170135705341;6,09230544440359;6,32592257847405;6,52707704733868;6,74116609084045;5,83515280369442;0,596176287941652;0,778636554961503;-6,02284510114947
"16650101";5,12086456268199;3,59345451114439;4,47571240425357;6,48773640631021;4,17254918701607;3,93311941410576;6,24974661230868;4,17757603256203;0,531709492466568;0,733799458471786;-5,9651383755154
"16650105";4,94980929512543;4,81001711780012;4,79165237782923;4,23214848910918;3,92932554152876;4,04246962761825;4,18181734378012;7,68556313930621;0,257868682941129;0,530590429333734;-5,50083239226223
"16650107";6,07409307235734;7,78666524124417;5,7657960063694;6,74193102142574;5,25181566840588;5,24933597826453;5,68497886793802;7,01452837414157;0,962375122913032;0,982607872297858;-6,16864893057359
"16650109";4,56096485346057;3,53249127214893;4,05324760561173;4,16156876018737;3,31155378018073;3,43891941415053;4,45884118269793;4,36477784972865;0,590901698950141;0,775753807319068;-6,01858832419145
"16650113";3,53808440099124;3,47699729361154;3,89807900163388;3,40360818436004;3,05140392261258;4,51376181274187;5,47364868826317;3,77437618741711;0,112511104494745;0,412499683984564;-4,85630448639428
"16650115";4,6646115526576;5,04065992707731;4,86684093256235;7,23316056047629;6,74598673507932;6,13069602361662;4,70351648793776;4,47767261948652;0,96031246349969;0,981448277813999;-6,16851756352902
"16650117";3,7203970330361;2,93830567697488;3,0267334855643;3,10760467405633;3,2386199058496;2,96179777614477;5,37944051290366;5,77252362012327;0,146740748819075;0,437002895698843;-5,0708338010081
"16650119";3,24371242817437;3,70714238838028;3,43688156303246;4,04435229328962;4,2925430317922;3,72154154986871;4,31673197071601;3,26155219421149;0,79519185796889;0,899548625556165;-6,13453706521342
"16650123";3,90447800366278;4,19651051425527;4,73419513104751;4,19970729717892;4,62077732607894;4,50015156642362;6,18147794022127;7,2555017547477;0,0735441041224505;0,374957093997008;-4,50175678501845
"16650129";5,70148200846727;4,14109216712286;3,77296738473702;3,79513019404168;4,65247340855169;3,71529827994667;4,86432825598983;4,10835240391924;0,861974796414937;0,93434402911038;-6,15398722773042
"16650131";7,75804229092883;8,53178815769853;8,05491718570349;8,33450321397149;7,99060632959192;8,19885346881071;7,09379071994699;8,61087260951659;0,60707569641002;0,786815184169398;-6,03139715120748
"16650133";6,61393154239531;4,64632123345723;5,64209126042686;6,6102130712876;6,83670846001868;5,9597111359228;6,56197552099026;5,9228907409663;0,429923699173199;0,665833992749944;-5,84389817454493
"16650135";5,59246524477692;5,91303284039322;4,65770467279507;4,69838026403749;4,16995291157013;4,70383275502291;6,78226956742392;4,47214554517218;0,577443008897024;0,76542596017019;-6,00736792776976
"16650137";5,71142405588978;5,38423142998713;5,54291047924542;5,38774761330331;4,72363083941618;5,80406678417958;4,66531690049352;5,17978941767328;0,298410297228583;0,563655932991431;-5,60458344069886
"16650139";6,5157488166401;5,7120546130644;5,59026403012676;6,90210643353101;6,62798021953146;5,88985130579925;5,5600440240466;6,5587990553867;0,195447628993014;0,477017483434516;-5,29449632889216
"16650141";5,7054463155421;5,05531483629931;5,18159924057283;4,68661353044438;7,19599388159598;4,32689529590791;5,13755951195859;5,33030438848323;0,168362591624222;0,453753643333383;-5,17922924629981
"16650145";3,65298797566478;4,03988279699992;3,40650594984223;3,24771506696672;4,70262860244339;4,31815140554526;7,06568435585766;4,03706536120553;0,229639149688435;0,507515772864597;-5,41588394056652
"16650147";6,1404198753385;5,49580343752691;6,01056462696893;4,99696063442223;5,11900378335356;7,2319462476201;6,78377249309806;5,72824738044371;0,458881867457722;0,686821418924521;-5,88278951316371
"16650149";7,79324202369514;5,50646265657028;6,49844694642386;6,78599162490615;4,74060236696638;5,62169870848213;3,53216993058799;6,47174757456619;0,371581137967435;0,620335480547453;-5,75228895326171
"16650151";7,41522839028794;5,86665090368086;7,40736771715797;6,93515871184001;6,33849159731786;4,93864149360344;7,38028003793877;7,34938015718864;0,499551129570926;0,714495023062006;-5,93126972630354
"16650159";6,57350462404015;5,16181649866264;6,43502112542043;5,94974983096338;5,97165707506872;6,33413602351494;5,53165065952433;5,08451891975558;0,793468254856611;0,899006531478342;-6,13392705774609
"16650161";6,69633982690334;5,2767860084492;6,1963629483706;5,35907166005702;5,62008797823226;6,62540655393896;4,92059738166931;6,40134209360079;0,477955245486038;0,700213962959358;-5,90636390613398
"16650163";7,18368797297864;5,96359433081822;7,61946786437204;5,85123610320171;5,82704166840486;5,46546150815529;7,47780047949633;6,09788837238428;0,598422135842403;0,78042910185168;-6,02463400496605
"16650165";5,50450467757015;4,97917405642957;8,50294207720301;5,87953528945795;6,93978828414263;5,93371849402891;4,40023135886143;5,29464651014327;0,0407635738644332;0,33134926869549;-3,99301710459648
"16650167";7,25560480908104;3,43727322905582;3,91453316920345;4,07732523240592;3,96227162097011;3,8144267764157;5,45041248215507;3,846576583752;0,755509768160284;0,877427152153643;-6,1190523397939
"16650169";3,58322696140996;4,9578376744632;3,47252372323908;3,37102429454025;3,39237607216637;3,64897981627812;4,95332194626837;3,26112872307652;0,791140157051675;0,897920632101664;-6,13309423569198
"16650171";3,68442450304302;5,69979612896022;3,08643388550253;2,94604228783365;3,7970015274762;2,89774891427838;3,08783908461867;3,31776617549003;0,249612928098718;0,523847140791484;-5,47720671887538
"16650173";5,85467445288876;4,68125387069591;5,39164114627635;5,11899955863009;6,45139383964367;4,88031276918769;5,2031415238914;5,2194097092688;0,655853524307681;0,818915755921766;-6,06585577052389
"16650177";4,09465912488956;7,30452015060313;4,29711686563349;5,86636775305295;5,60906630151235;4,26509123336106;5,3552129990178;3,74769880416861;0,0905214510969272;0,391378643971473;-4,67646780175116
"16650179";3,24451002202126;4,88185315590821;3,61010085248188;3,57700491676953;2,934262158847;4,89781046248632;3,71045223501323;3,80552473450262;0,902284252284535;0,953073288581781;-6,16192133259276
"16650181";5,54998208517781;6,31379704548847;7,21001299624311;5,19939423950832;4,5131289545463;5,49754513493144;2,70269650266585;7,04199894780733;0,738026777972428;0,866592283807571;-6,11124802938278
"16650183";3,26514923144709;3,06199468251158;3,16725261531165;3,13228311719882;3,14187633628638;4,89594950800056;4,13242584209308;4,38925261933909;0,0189768417636039;0,291158325866118;-3,31448385231565
"16650185";2,96245380332311;3,57725401198512;3,93504389512986;3,9585769549797;3,8624182983088;3,2854637082287;3,63930051820311;3,00562593451157;0,212532659751226;0,493050603539869;-5,35803999440343
"16650193";3,73395965286251;3,49495432621728;3,55321738745115;3,73023848444519;5,19709206827898;5,49664499957215;6,53662136848958;3,64591958196297;0,219464875326721;0,500464761556648;-5,38212617885571
"16650199";9,18000016031038;7,47223561587149;7,66255757992669;7,83007188525403;7,0805238599932;3,63021135215537;2,9479435363955;7,7679816061819;0,106358030509831;0,407164360030091;-4,81012694199201
"16650203";2,69637822880606;3,10242310755847;2,84238946149067;5,09475724967631;5,90806009907512;3,07765645697664;6,22946842313829;2,78872915279007;0,891396156942243;0,948426265093969;-6,16005288111109
"16650205";5,31975354888443;6,23803772460804;6,07047784264816;6,16242142223918;4,49702558863019;5,95631084050835;5,14045086403364;5,35460450233708;0,72834475860435;0,861063074998475;-6,10665841366969
"16650207";3,68014772544957;3,25063675043845;3,32971124374356;3,89343819796309;4,96152667954499;3,32006445786279;4,23756975125834;4,42714348986467;0,527565889635217;0,731306153050227;-5,960978355662
"16650209";5,53883235180746;4,79222660257871;4,87846989787214;5,0072880847861;3,65768485027334;5,83958603509797;5,30892398790521;4,68061223168465;0,902990205978739;0,953421088691534;-6,16203552659684
"16650213";4,73155636964438;2,95985730686297;3,0246730669619;9,4538697445723;7,35316629084673;3,42184725606818;3,30437969324396;2,92837687435616;0,0510112365948025;0,345601196970673;-4,18823747869045
"16650215";3,81543170645082;5,37658508146314;5,55825269521782;6,63067006584818;4,02704617098634;4,77472488797672;2,6797906329199;5,41126187743022;0,86482748156751;0,935378646246341;-6,15464094631416
"16650217";4,61200394561343;4,07071971982374;6,78822860369749;4,68493834230956;5,56863133629008;6,00350596482637;3,46141444662293;4,65926739869845;0,245164691734527;0,520794010545639;-5,46407739551638
"16650223";4,82495151900535;3,05563301401799;3,99396486414688;3,58928297313578;5,24079179202383;3,47107569195241;3,1796635985041;4,80048165829761;0,893362515787218;0,949412821845852;-6,16040524792716
"16650225";2,9736252388476;5,13883580455361;2,93568747229416;2,97467664106161;3,07550486230958;3,97039293372334;3,33012378968057;3,08191716852397;0,933996699238852;0,969395811220023;-6,16622283952091
"16650227";3,33615743769337;2,58565058462312;5,85995545463199;3,27654056922566;4,20863699160116;5,92357923180734;3,41635254941183;2,7151815506873;0,659059608319351;0,820222969387101;-6,06791326100814
"16650231";6,17470884748834;4,82395675037997;5,68664416293878;6,42890736620588;5,48258586382349;7,35333342803616;4,75773145291948;4,68372470420478;0,691539069083104;0,839841990605505;-6,08740412937438
"16650235";5,00453738344658;4,94890561529134;6,3341999910976;5,43814807727838;4,09592940484614;4,98899623406947;4,66388822057142;5,1599772583422;0,621668262413155;0,796786132433302;-6,04234556410433
"16650239";3,47069081959462;5,24124351041128;3,03672731868346;6,04457853505686;2,77956838823575;3,06427329221033;2,9414979282736;8,65891696274586;0,84653455810802;0,92769675401301;-6,15020141837404
"16650241";4,93659300018188;4,52656515862885;4,06185747470965;3,41573391312264;3,52343611474045;4,46915928382971;4,55346947250455;3,22120884440552;0,342498539705925;0,596853175586816;-5,69866243444867
"16650245";7,7258758189325;8,04055652191909;5,41265575657731;5,74485733950065;7,18088413758437;6,37441320250597;3,59793258561854;7,3719158567732;0,02069560195859;0,299896052597774;-3,39225851498535
"16650251";2,86239224056461;2,45588435751012;2,70241380657998;2,70417355475884;3,52278644210105;5,67235990622275;2,86239224056461;3,0086847632366;0,259486669911636;0,531256105548074;-5,5053537964175
"16650253";5,64325691002554;5,75762220961358;5,77287714155575;6,55026525882876;5,04336996921885;6,23467309126423;8,19584527333695;6,32347158634533;0,00373922329274484;0,169900166155769;-1,83313664082025
"16650255";8,07168883353239;7,79952903086247;8,93552088283009;9,23484432801738;8,90692401195549;9,51384083396744;6,47609658429674;9,06835181012762;0,801863237142133;0,902373841881719;-6,13684570718742
"16650257";7,31386172271662;4,86576902849415;6,16084920624692;5,70039345682231;5,25195303046315;6,51295214619869;7,48888438873767;5,73160637793607;0,5460200830316;0,744644107072178;-5,97906498964311
"16650259";6,36574110375788;4,41740238605322;5,36043291729092;3,5827297412219;3,84852427461909;4,81065564039723;3,90156184801425;5,27623050732254;0,59652687464873;0,778831869750451;-6,02312527956219
"16650265";4,57844687267415;3,21168038013645;3,55269018505061;4,21768004678955;3,46131191925576;4,93275565245435;2,82934350972086;3,69333525232988;0,79790337336368;0,901223295207252;-6,13548542666894
"16650267";8,37728092982155;6,94651515271119;7,26934397263761;8,27370387639071;8,8902740169929;7,08674353984402;6,7835326055834;7,24839857366357;0,0342219836014182;0,32801557008323;-3,83939715118481
"16650269";6,09405120710094;4,84350393586432;5,91832571726932;7,55147760858047;6,59536992597143;5,98837410233198;5,76694448255149;6,34581872227155;0,276084512912393;0,545816638802023;-5,54980968698011
"16650271";4,79518584210463;5,50927189755097;5,10155170020148;5,53461756903127;5,41426403780048;5,34318817559259;4,70890397803801;4,57458785826788;0,510112855312385;0,719482578094188;-5,94280191427926
"16650273";3,98661291563321;4,19911058447437;4,97040047689094;4,46528323949226;3,81721924867917;5,78396008728568;4,74603137150366;4,85714132718951;0,0639498354820745;0,363658326741815;-4,38276320944385
"16650279";2,97628887727329;4,22313188197531;3,28205194544488;4,64135120079897;4,98511731414934;9,3530270839351;4,80805913031034;2,81519367336841;0,490060141343458;0,708757675287841;-5,92054872108379
"16650281";7,1961331328457;5,60466563236537;5,46753800905328;8,48267052980114;8,08054331056206;5,64386747342854;6,1565001542981;5,67069665971882;0,0238760384888313;0,308309353027463;-3,52008172326939
"16650285";8,23421934636579;6,56573220138362;5,82565265021782;2,93367750037889;2,92837687435616;2,7981578909572;2,78830362604683;3,30506851078427;0,0152377285001113;0,280944309237265;-3,11686610236271
"16650289";3,11601728220232;3,19681675413269;3,08305065416274;4,08911744561291;3,71531955335564;3,78354737938295;3,08338596690428;4,2982338387749;0,181497362113551;0,465873351545393;-5,23760465374816
"16650291";3,29221991240875;4,69360888225088;4,84912365332944;3,7724956771215;4,83135892845868;3,31998632207497;4,01068671065049;4,4427933708787;0,988079047960484;0,994310177091766;-6,1696972449541
"16650295";4,24291297191137;3,76593550452936;3,2544005034301;3,28016522828958;2,9175080395241;4,38637559634743;5,78006024276138;2,91657941496852;0,336878167548657;0,592976356903768;-5,68758331774722
"16650301";8,5841583739661;8,17285603013784;7,63384429012383;7,69409759972638;7,55953645022388;6,85968141160663;5,94218958753666;8,6648236882537;0,107970861342698;0,409063847743557;-4,82250801940932
"16650303";8,23829577423475;9,09788851866109;9,19143871769224;9,40207940350303;9,22351864312107;9,67399314660514;6,59402069447555;9,39917077291942;0,940772009319859;0,972441392255431;-6,16692358116049
"16650305";4,28530675253167;4,7485533764145;5,01918612376744;5,72971179730118;4,47230777366818;5,40207320079242;3,76965973420796;4,28821873852839;0,238121157662378;0,514916544859033;-5,44268419875136
"16650309";3,98245264526748;3,09592588512611;3,16569124449462;3,42975269197838;3,58985798019847;3,82803726728012;5,78402110802842;3,44458003131688;0,191827209690926;0,474225731961854;-5,28019519580582
"16650311";5,49434934712798;5,12471885499461;5,46138764578504;5,48568733223535;4,9764449520215;6,93213215299224;6,79079411593316;5,47868274859495;0,182927799787921;0,467729141489239;-5,24366739765816
"16650313";4,42632522152996;4,8685627299683;3,43109326483071;4,2174320517009;5,95410248621881;4,74687668090259;4,35393157947407;5,1082654898062;0,651080306106948;0,815547652238491;-6,0627468015064
"16650315";5,12657819155058;7,10130924468142;5,59042149728868;6,17707415164762;4,90001825532008;6,47011883079429;6,97785936117219;5,48316922102442;0,647278926510365;0,813428473790186;-6,06023129825203
"16650317";3,15620887929288;5,61723729650334;3,19359534413192;4,14362707190423;5,44220088098379;3,17179907964165;3,20700905031145;3,08325312946812;0,0294298625891139;0,321658480635506;-3,70606749392635
"16650319";3,47437062523722;3,76205180527763;3,39833525422664;4,22368122060161;4,67534378621106;4,99780606862062;5,08689668284843;4,37059597024409;0,300209372112771;0,565328241612753;-5,60876923496541
"16650323";3,82010570663572;6,13499180044531;3,33771956488212;4,20329369375805;5,83509710023076;5,17178878935894;4,5982298453511;4,03073046474934;0,469544342922901;0,694586872802482;-5,89615758403588
"16650325";6,65603501093233;5,98268855009816;5,15376791965726;4,88986640611208;7,03764110960388;4,8705844122581;4,20738807796275;5,23261987923749;0,158579662853555;0,444838408285997;-5,13226295916289
"16650327";6,15562857209266;5,19214695362589;5,11075210571911;6,69833302463417;5,42067566939665;5,36684299336075;7,1831700521099;5,91941645530166;0,969106498399837;0,985128432015124;-6,1690287523751
"16650329";4,15825792668339;5,31552937824528;5,07193190596977;4,46614282605936;3,93703579003901;4,34862138363901;4,34994945494632;3,77763106318406;0,184917212726825;0,468638744448924;-5,25200892079601
"16650331";7,99295761551804;6,77490769270914;7,94833667220125;8,0685426426844;6,03866885542545;8,46290703068221;7,64709386432879;7,32222300854388;0,398677723123799;0,642447247024693;-5,79724551619168
"16650333";8,01725673770422;7,5992673297807;8,6703787183499;8,17905983617185;6,83544873948484;7,81283359906345;6,57716537313807;7,48895119183079;0,171410281599246;0,456642253845412;-5,1932283465591
"16650335";7,7516047734901;6,98720082273352;7,61079883858462;7,66996537282702;6,42223691661344;7,18377792436632;9,29140044837495;7,05389004156675;0,626090069994644;0,79933521755735;-6,04555268131014
"16650341";5,50934045620235;6,52844336746228;5,52931574085429;6,855069054651;6,52386725939117;4,71776407517461;5,56674497140073;6,31558329204773;0,200848860189094;0,48194835958853;-5,315267400282
"16650343";5,69819807761712;6,02617768082924;6,16159418088554;6,84994086712086;8,65036772855996;5,81276919216584;6,20164770277486;5,65940729872769;0,485232221970633;0,705678049090822;-5,9149611546588
"16650345";5,08690767135539;5,68635559178207;4,72276885835019;4,39017415750019;5,2582808286846;3,79980748066815;4,38493093894276;4,52655820267723;0,180010002722208;0,464546414418265;-5,23124195832727
"16650347";9,74717114543542;9,27610384917917;9,45257873525936;8,92672805697122;8,25889380080929;8,01303981804171;8,82359981510382;9,81608226695119;0,717186856802013;0,853956283839591;-6,10112739066655
"16650349";4,9894089115711;3,82252226148501;4,50477790798537;5,41197447541598;4,6144217187292;4,04551326186798;6,27444406310702;5,06330835296999;0,613949639740462;0,791714619102323;-6,03662490503712
"16650351";6,98328618073232;8,87038366770724;7,44504265807351;6,71234105344129;6,56226676492925;7,32348988534009;5,30758151291398;6,57974025840475;0,51394711930228;0,721460090725198;-5,94688756264872
"16650353";5,19294164165452;3,49521194273065;4,62635748678589;4,70618190417367;5,22541476789804;5,48407050230509;6,24747889336828;6,64444705026984;0,146074610163914;0,43685499211002;-5,0672129029561
"16650355";8,18925866073645;3,91267451173367;5,4231038746228;4,07494510783689;5,07811799261574;5,36625119900497;8,72071592379962;5,44427714704316;0,732498697255283;0,863626294904335;-6,10865119197064
"16650357";4,96397344403791;5,37025559678034;4,90780143080363;4,92920604149774;4,28731795004493;6,21143524580436;7,09363040418802;6,0982901051007;0,0188687906014566;0,291158325866118;-3,30935537324909
"16650359";6,1601451797108;5,46826084235775;6,2728026665808;5,4537504552653;6,51088521939948;5,97782134495314;7,34169750442223;5,57788481879174;0,94656564757486;0,973889073674453;-6,16746222911292
"16650363";8,76360252280851;7,01882404864101;7,87872295296041;7,82876662189878;7,07409736371927;8,5533503235303;9,09492499239505;8,03760319493915;0,0399451629647124;0,33075731935012;-3,97526286688135
"16650367";4,61756176355849;4,79789341240523;4,9285663362133;5,0440026044644;3,89937409895659;4,42192488490107;6,92814111099507;4,6292346986486;0,0672565051146845;0,369709949752022;-4,42580068489665
"16650369";5,96536844486542;8,11795659029266;4,85746823260128;5,0396702009229;4,3462106094611;5,61131466502506;6,96944219673979;4,54393632333052;0,735296395959203;0,865095893790041;-6,10997326328483
"16650371";4,78189519251425;4,12449367661293;7,43451171414538;4,92207159537146;5,05521780228138;6,00391151763346;5,00432037037269;6,59060479937876;0,259820366488997;0,531256105548074;-5,50628197869137
"16650373";4,17529715628216;4,63729596872603;4,65384543836329;5,5649301168189;5,27396122812768;3,86949435256641;4,94115294254428;5,03861035768201;0,704075974272086;0,846937569321199;-6,09429065103338
"16650375";4,60735289085869;3,7834349760934;4,10849362441687;5,0098989908168;4,67095308278375;6,22994593423517;5,43792234178149;4,1804667869156;0,384036188360811;0,629139705302898;-5,77351135012019
"16650377";4,19463132142762;3,65070144914807;5,1511491493856;5,62796567624414;3,89645529811467;3,50494189043072;4,0569134186814;4,62114018486891;0,697067860801127;0,842591541724079;-6,09048370350792
"16650379";6,13327726705655;6,09663438190547;7,1586549116159;6,20292219365744;5,86837809319122;6,66116817688904;4,57861960408674;5,89726706257776;0,165520718340482;0,451769437718555;-5,16591247232916
"16650381";8,868614447264;7,23422304719676;7,92072850291129;8,0706797018403;7,74501095431089;7,94646886441235;9,24659832953088;8,83896842636138;0,0750753935149475;0,376998477212438;-4,51920739117742
"16650383";8,0721778727731;6,93021030442718;7,64644101232139;7,73936896663717;6,58881101836795;6,4719070694826;8,47519569577272;7,93019786281288;0,195975135773411;0,477391107084967;-5,29655428014945
"16650387";5,50509420584567;3,76885007739908;4,72553026147298;4,20534272711333;4,81108033359621;5,74321111529013;7,77952167784339;5,10351367462946;0,0228961778585069;0,307515398813053;-3,48266702517828
"16650389";6,11367354469519;4,94495534789554;5,89245244196481;6,68860204518982;5,14849801409389;6,19388641801946;6,16933919458858;6,06047076374326;0,346973491678518;0,599830012302251;-5,70731034237552
"16650391";6,35917681425942;4,5990480338798;5,72734591626429;6,1551051575992;6,44678178500298;7,30589139474285;9,35038717403586;6,10225856337292;0,0416757938114235;0,33260040423206;-4,01237318452897
"16650393";6,2579342523066;6,55328912148197;4,819320307991;5,99821037795866;7,78469503234317;6,71267479961638;5,64765579925881;6,00232853472991;0,704988200830218;0,847251453153234;-6,09477831427656
"16650395";7,74306071765811;5,84385790022774;7,06073541193047;4,73299826164698;6,11030217065221;5,39255293680575;4,48302377898478;8,043308898121;0,933845749931983;0,969354017818345;-6,1662063565171
"16650399";9,06466564282339;7,46164280085114;8,37960888246262;8,28406957637219;8,8776643307223;8,5517852185887;10,154526321285;8,58482705395078;0,18944946330232;0,472329682194403;-5,27063096330877
"16650401";6,90850662361023;5,26993568355632;6,33049364376296;5,7020389321131;5,9039948368872;6,8381292809187;8,30035257992554;5,99492979465454;0,0755479677840653;0,377288336256647;-4,52451617400527
"16650403";7,88813041430696;6,6750408203931;7,31952221167557;8,34903685137797;6,44694077843216;6,04419631639101;9,24340010453473;7,36164781487714;0,353201488308955;0,604808012193488;-5,71909803566965
"16650405";7,87298389454789;7,39678055296551;7,68084639387307;7,92363003903413;7,142513032345;8,47438699721346;8,1693207639792;7,37980544418247;0,18558572503507;0,469153493510213;-5,25478871136074
"16650407";5,79275646281193;5,45973398636579;6,06534174429291;7,19989263791199;5,67345891057818;6,39009344535227;9,33774411053843;6,22511247147007;0,341768176832683;0,596221875836891;-5,69723654852655
"16650409";6,55718856295332;5,89075626909992;5,38635257409617;5,3104795906245;6,45283442803152;7,89785044824945;5,7595266047222;6,80966440539158;0,0530104826662749;0,346780141365909;-4,2214890300138
"16650411";5,58400467822798;4,75718669367438;4,87323070510421;5,59102347176597;6,79666558504585;4,99855030101286;6,16608240503818;5,94139340316418;0,762906653512648;0,880437348394482;-6,12217048203229
"16650413";7,01556224519275;4,99576411998627;5,6945249663709;6,13638883385938;5,60458948833081;4,76426098665848;6,75386911191776;6,04030059264124;0,629068521399025;0,801644493455439;-6,04768451519276
