"";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"16684080";-3,59161901415198;8,68536365115887;-12,735209158313;6,64692269970542e-10;8,90953518668514e-06;11,4877280326097
"16667702";-3,35020629990445;7,23816768753286;-11,1893218966336;4,48198847572877e-09;3,00382867643342e-05;10,0862243307134
"16960355";-4,12056328097624;8,57011884992383;-9,69788036155045;3,47293453250097e-08;0,000155170714912143;8,48150930359184
"17004208";-2,79427790787995;7,31405936537944;-8,83635086073189;1,26121586944547e-07;0,000422633437851176;7,42317274479417
"16840113";-3,14012178865102;7,07978281785046;-8,2988669995092;2,94650646806024e-07;0,000679681501572978;6,70897765462364
"16852463";-2,89209001628847;7,2861882310866;-8,27900169333819;3,04244181545648e-07;0,000679681501572978;6,6817510407116
"16853879";-2,7476480231632;6,84050112320497;-7,71688463166342;7,69060443811802e-07;0,00147264088412191;5,88604517645284
"16734355";2,50140820825165;7,7583136754982;7,46377066782378;1,18334120595397e-06;0,00198268819057587;5,51148027427137
"17121886";-2,17951481023341;7,93156800637592;-6,93904117470044;2,97104956556152e-06;0,00442488315297629;4,70198136177851
"16757373";-2,52429228785756;6,83073296798574;-6,77563017066288;3,98769264594747e-06;0,00533922030040496;4,44069829400662
"16909724";-2,38101913243343;8,54695572918252;-6,72374326064468;4,38163408717208e-06;0,00533922030040496;4,35681773170548
"17112918";-2,80380249903683;7,48754405456883;-6,62088857717178;5,28704291054317e-06;0,00534912560652833;4,18923602649972
"17075553";-2,27224122712747;8,21233654839565;-6,5528883339776;5,99088314533811e-06;0,00534912560652833;4,07748977744703
"16656953";3,84275895092181;5,6158526847818;6,5375649624719;6,1625430167732e-06;0,00534912560652833;4,05220390919148
"17007982";2,69889899648226;8,34346504161484;6,52632455857284;6,29171155163646e-06;0,00534912560652833;4,03363109503121
"16800630";-2,42882145286453;6,97464179172563;-6,50224702960528;6,57796382147801e-06;0,00534912560652833;3,99377753756295
"16666485";-2,4194037637894;6,26951805280558;-6,48556753201122;6,7841789996256e-06;0,00534912560652833;3,96611369831917
"16971409";-2,88994219019183;6,87939015345419;-6,43948587745721;7,38959179622705e-06;0,00550278269092374;3,88944830378256
"16666509";-2,73955409169902;6,85205716584113;-6,29934099321114;9,60052858192848e-06;0,00659407509530722;3,65416200341047
"17012859";-2,49247322595451;7,50452708648717;-6,26129871360725;1,03122396331646e-05;0,00659407509530722;3,58974232536656
"16983765";-1,94373388686107;7,81882539820129;-6,26033759743751;1,03309144286371e-05;0,00659407509530722;3,58811175976354
"17012946";-2,00225165907966;7,84074457242402;-6,15120476265856;1,26974349177963e-05;0,0074904726185701;3,40199286472233
"16677556";-2,12713670910221;7,5314871119386;-6,14479061870526;1,28529446603336e-05;0,0074904726185701;3,39099419328308
"16773131";2,26614843602341;6,12582193244316;6,06341972430543;1,5006514155216e-05;0,00825733333572865;3,25088990450034
"16911338";-1,85949764133366;6,08998297040593;-6,04983989878345;1,54008753650564e-05;0,00825733333572865;3,22740497414824
"17012148";-2,11436270340263;8,14098959857392;-5,86378924296243;2,2027876079753e-05;0,0113562173451157;2,90270235084515
"17080648";-2,19672273379075;8,14213822512173;-5,82997684445244;2,35198742706164e-05;0,0116763109156793;2,84310678293035
"16656719";3,14609476213594;7,09577186788666;5,72416351290879;2,8902107675378e-05;0,0134798150806486;2,65546030320968
"16928204";-2,03462340108577;6,27725732031514;-5,71954827872834;2,91640284496277e-05;0,0134798150806486;2,6472364883399
"17121888";-2,09224870860889;6,48035032864828;-5,65434012239501;3,31385465295355e-05;0,0147657943238062;2,53069530954762
"16851933";-1,97325058852813;9,3301865705743;-5,63422828458005;3,44742737907022e-05;0,0147657943238062;2,4946206666011
"16654631";2,46863638421032;5,28973750431194;5,62289919881814;3,52510756760519e-05;0,0147657943238062;2,47427274473604
"16844558";-2,46433897166492;8,8508143377599;-5,55193021855385;4,05468318420784e-05;0,0164693858791278;2,34636831960013
"16925398";-2,46043228312709;6,92526341459078;-5,53318920054922;4,20780149221271e-05;0,0165264937703084;2,31246673589664
"16791319";-2,08704774609741;7,86831739845583;-5,52044396156292;4,31533334796175e-05;0,0165264937703084;2,28938149022729
"16653823";3,76136531326223;6,6585690875043;5,4970127892691;4,52048683592602e-05;0,0168312793190979;2,24687842592598
"16980762";2,82832585030048;6,93449334721648;5,44721717287812;4,99059153404205e-05;0,0180794294384594;2,15628405396994
"16834091";-1,66122976947931;10,0745983802235;-5,36170285302637;5,91906725244401e-05;0,0208787309083578;1,99986761482601
"16720085";-1,70480723654355;8,37583538795897;-5,31971671634956;6,43842037833819e-05;0,0221283555772423;1,922687648172
"16943241";-2,25612211408863;7,90109023896001;-5,28664937828031;6,8803763370964e-05;0,02305614110561;1,86172787583646
"16968735";-1,72020282314292;6,92103125039067;-5,2638117497882;7,2037543503319e-05;0,0234602723629835;1,81953765658069
"16793674";-2,05593263768648;6,2263185197898;-5,2537588072678;7,35102535993215e-05;0,0234602723629835;1,80094297098427
"17075112";-2,0565724229393;7,14041823444416;-5,20641095544517;8,08748526398791e-05;0,0252103842973242;1,71317823697112
"16852179";-1,97622078775281;6,03543458815241;-5,12182941186751;9,59783177408054e-05;0,0284813257248931;1,55564248270653
"16904365";-1,77329229820959;6,53814317530374;-5,11449126738452;9,74185152870807e-05;0,0284813257248931;1,54193011396762
"17087430";2,14071757682366;6,72680746359278;5,10737927568343;9,8835532275317e-05;0,0284813257248931;1,52863359380827
"16810341";-1,78285207359679;7,57262610029638;-5,10226610304377;9,98673760869871e-05;0,0284813257248931;1,51906995347896
"16878947";-2,24473065796234;7,84516331525343;-5,07554624641742;0,000105442443617778;0,0294448023802646;1,46903788192671
"16984730";-1,57869829068782;8,48650086358002;-5,04751230221041;0,000111636313984202;0,0305382276049845;1,41644594839382
"16952782";-2,03975762047901;6,76217651680632;-5,01275598630433;0,000119837690489615;0,0315828023207833;1,35110335787746
"16698949";-1,93755224984186;7,79474863653865;-5,01141056136443;0,000120167332017304;0,0315828023207833;1,34857085612166
"16681304";-1,98073277625507;7,7808702571703;-4,97560265607072;0,000129291307018141;0,0327679429831683;1,28108606896055
"17119096";1,57184724199825;5,34684179101668;4,97456570958058;0,000129565874224703;0,0327679429831683;1,27912942484402
"17067031";-1,61348447283484;7,30291413852572;-4,94353876656876;0,000138064179854594;0,0342705975327958;1,22052247478138
"16998059";-1,79826621018092;7,75253208473825;-4,92030042805648;0,000144802218094316;0,0350835857749099;1,17655041409339
"16802251";-1,52539235006537;6,55081345826577;-4,91046046389081;0,000147756129880873;0,0350835857749099;1,15791135319686
"16982183";-1,56572985179592;7,09146352583711;-4,88631084899129;0,000155270494436151;0,0350835857749099;1,11211750977192
"17120290";-1,36504672563796;4,86674051679079;-4,88273631431179;0,000156415576427396;0,0350835857749099;1,10533338261563
"17043856";-1,72248521972752;9,16443399728872;-4,87181783353178;0,000159967144175177;0,0350835857749099;1,08460179341789
"16960111";-1,93061869987328;8,36896648366145;-4,86680189672898;0,000161626333959953;0,0350835857749099;1,0750730202919
"17105332";-1,94750501390102;7,3892047600854;-4,86392732844876;0,000162585133608631;0,0350835857749099;1,06961087304678
"17114334";1,53874309437421;6,6588781386351;4,85812850813994;0,000164537083363703;0,0350835857749099;1,05858922719643
"16652345";2,09812417065473;5,17243640940784;4,85582722203326;0,00016531836391908;0,0350835857749099;1,05421415193148
"17002898";-1,64123361525675;10,0406659448298;-4,84942085390635;0,0001675133907486;0,0350835857749099;1,04203147618626
"17106200";1,45483888655213;7,77452752486129;4,82790932237373;0,000175104866950762;0,0361093174862771;1,00108925852969
"17117752";-1,41074405759892;10,7354524932404;-4,78575889815377;0,000191018161298061;0,038146028512749;0,920712295451384
"17114952";-2,01286813683809;4,52994002906642;-4,78104099218712;0,000192889180503302;0,038146028512749;0,911703214240167
"16705507";-1,94216799282486;8,85785933384205;-4,77692562329768;0,000194536562074865;0,038146028512749;0,903842679177245
"17114326";1,48753618561644;6,40969712642147;4,77239960415198;0,000196364963248261;0,038146028512749;0,895195607141677
"17087413";1,98495064113646;7,93653860930092;4,75234842887081;0,000204679135310637;0,0391931304243397;0,856860073264877
"16785897";-1,94987853437185;6,99727700816344;-4,72604823774086;0,000216133531511374;0,039337932058568;0,806510427131961
"17050591";-1,79487648501282;7,73204918881125;-4,72156908733592;0,000218148710289174;0,039337932058568;0,797927984960001
"16923031";-1,50884461858714;5,9948992755418;-4,71767377719269;0,00021991683737763;0,039337932058568;0,790462479804291
"17059195";-1,51849808087432;7,75396511079979;-4,71402685541148;0,000221585502139683;0,039337932058568;0,783471547042349
"17119520";1,73813628323879;8,87318772690245;4,71329653844103;0,00022192121488846;0,039337932058568;0,78207140184935
"16911493";-1,91231273504652;5,80942611878796;-4,71020888637943;0,000223346307448224;0,039337932058568;0,776151204498694
"16699533";-1,71761850961631;8,02478386186606;-4,70455770949441;0,000225978869629195;0,039337932058568;0,76531313060015
"16907488";-1,63282122348051;8,5535046756112;-4,6666406117478;0,000244482514698867;0,042013379833636;0,692507064880904
"16819252";-1,56200754132835;6,2427695844421;-4,63753617298753;0,000259731025696988;0,0440205458757047;0,6365215892893
"17095056";-1,79800672438505;6,68139889378854;-4,63201647375833;0,000262730802003609;0,0440205458757047;0,625894151845348
"17093090";-1,55968572468253;7,07820593844537;-4,62450609247461;0,000266869376277751;0,0441619397484812;0,611429006056679
"16713530";-1,84546710949104;7,08694459574581;-4,60381486135985;0,000278619011185242;0,045544014950329;0,571548213309629
"17101873";-1,33493473517938;7,94068727799594;-4,56048937586204;0,000304962451638236;0,0492495988163725;0,487906134329865
"16794846";-1,46321291649042;6,30291722639834;-4,53294487859258;0,000323019116435076;0,0515446218654256;0,434637195679555
"16921706";-2,5223135679378;5,06552582892657;-4,51759141616808;0,000333553614758468;0,0521236184508115;0,404914250093833
"16697471";2,01734663145722;6,08141611613593;4,51634379731666;0,000334424887106072;0,0521236184508115;0,402498023427536
"16984287";-1,65642345204656;5,02332082457299;-4,50018615823288;0,000345920426107007;0,0532956022015899;0,371193277501792
"17044007";-2,26210024908669;5,06586087722934;-4,48239208306809;0,000359047091989034;0,0546894002388752;0,336690989098128
"16657594";-1,42904425291098;8,62915887152851;-4,4417749769464;0,000390945100575699;0,058878967731648;0,257831947860579
"16956792";-1,68960066859977;8,87033557507124;-4,43523827743187;0,00039634195270476;0,0590285281561622;0,245127663366269
"17051553";-2,17728114112282;7,61369923749991;-4,3684084730804;0,000456066961607023;0,0671771599272586;0,115041676463897
"16914478";-1,38454209152679;5,96229335915489;-4,35698067147954;0,0004671617224374;0,0680634318212055;0,0927618779554251
"16852573";-1,78658314000889;7,18710206086955;-4,32345870638947;0,000501316126544808;0,0709520742130424;0,0273503382475759
"16838330";-1,61802176248264;7,36968441662676;-4,32144714342644;0,000503444599577617;0,0709520742130424;0,0234225368384404
"17117545";-1,3854033395665;7,61168910753758;-4,32054735484618;0,000504399653072924;0,0709520742130424;0,0216655043276104
"16690566";-1,53956985500767;7,24802162167169;-4,31701978305928;0,000508161677443455;0,0709520742130424;0,0147765913403131
"16914084";-1,53762032957745;8,44837557478766;-4,29106226909621;0,000536735515010515;0,0736017088492766;-0,0359424399684967
"17087109";-1,95723559801999;5,73724946306417;-4,28984000020407;0,000538120521279402;0,0736017088492766;-0,0383318245790889
"16713729";1,26775035185731;6,70706281986378;4,24857982031086;0,000587065995014966;0,079192287609663;-0,119049617895525
"16657315";1,74386132457801;9,81296008360071;4,24556817456892;0,000590810859517033;0,079192287609663;-0,124945734454019
"16955939";-1,33514766978317;6,75542487546422;-4,22512113395672;0,000616885022109064;0,081706867634577;-0,164991637672493
"17126000";1,75736209316617;9,28457092650472;4,22032680286878;0,000623165886209064;0,081706867634577;-0,174385208159855
"16688506";-1,43032368824823;7,16223943763805;-4,20952640053304;0,000637553736438421;0,081706867634577;-0,195551676555098
"16951696";-1,68259317990968;7,88842866110532;-4,20699968626932;0,000640968061953841;0,081706867634577;-0,200504512985344
"17012721";-1,63480993944388;5,52897740007198;-4,20560395207699;0,000642862047235342;0,081706867634577;-0,203240579397731
"17072162";-1,89273483592271;7,60926171350202;-4,19926136412998;0,000651540553813047;0,081706867634577;-0,21567545647309
"16675197";-1,83963535996541;5,67173778513394;-4,19875338243571;0,000652240736862111;0,081706867634577;-0,216671476429497
"16937855";1,5083969811737;7,77077637206015;4,19103019096756;0,000662980540578081;0,0822832515361907;-0,231816512518074
"16657085";-1,51985254120851;5,97498258730406;-4,16010582090492;0,000707810140884781;0,0870411663157762;-0,292492829588014
"16690704";-1,60913067037558;6,56973479313801;-4,13926950443167;0,000739735737914714;0,0899047796064319;-0,33340511845478
"16851230";-1,96179585487428;5,33837796955621;-4,13623119013395;0,000744511379910022;0,0899047796064319;-0,339372788790703
"16718670";-1,58541021391777;8,62952095395723;-4,12638427669079;0,000760204395368831;0,0909801760314626;-0,358716753673901
"17063005";-1,23374743157712;5,84808625727236;-4,1207345014877;0,000769359181367404;0,0912609775845016;-0,369817785481655
"17047795";1,80524737921273;5,69344286431343;4,10611602952402;0,000793567947759329;0,0933068839628601;-0,398548401773877
"17012632";-1,68220594259937;7,55189743441437;-4,09458198450448;0,000813211718515131;0,0947851293476245;-0,421224262068602
"16937943";-1,49567405947875;7,02424298568938;-4,06360899507532;0,000868431145525965;0,100348716160604;-0,482147126777787
"16906733";-1,32816712516783;6,43471830963435;-4,05620245706467;0,000882188150311889;0,101067093733167;-0,496721762924843
"17121890";-2,00278566525216;4,17154685264301;-4,03493623943063;0,000922924915444121;0,104145203481674;-0,53858213732692
"16956316";1,25088874312521;5,36108132349648;4,03408445429517;0,000924595584476214;0,104145203481674;-0,540259165606598
"17061881";-1,42332905815702;6,18315256099228;-4,0256181016495;0,000941368270789036;0,105150835847135;-0,556929579726448
"16719217";-1,39460618695535;7,38804757876075;-4,02154810071638;0,000949540397243897;0,105187103178985;-0,564944462110454
"17117110";-2,39654501101286;6,08304398510795;-4,00728177711953;0,000978755563971357;0,106680568646205;-0,59304336046638
"16979163";-1,18235475859392;5,38492193681112;-4,00719315106615;0,000978939864479501;0,106680568646205;-0,593217940965755
"17044692";1,32965922398837;5,36903949233587;4,00197117343446;0,00098986120028155;0,107000802649789;-0,603504969535948
"16671874";-1,37107722781676;7,67674552126183;-3,9967630040278;0,00100087617592434;0,107325954096718;-0,613765740576713
"16676355";-1,35207211374178;7,64669389700653;-3,9844920848819;0,00102732012317881;0,10909703599265;-0,637944666176138
"16767254";-2,23800240230424;5,12381647534807;-3,98089252146152;0,00103521015398673;0,10909703599265;-0,645038272915837
"16766279";-1,43928365937703;5,61114722212973;-3,97790278101884;0,0010418099527797;0,10909703599265;-0,650930425297351
"17070013";1,68275012755474;8,73064964232498;3,97341268627354;0,0010518015978211;0,109289524164295;-0,659779990183162
"16944695";-1,59272387474399;7,59955724341562;-3,96687662617191;0,00106651910205259;0,109966323414715;-0,672663076027844
"16919022";-1,28053205663243;7,78604531034251;-3,94616757575669;0,00111453638273375;0,114040043314223;-0,713490525123305
"17101990";1,29273802834287;6,24628890912981;3,9388365117036;0,00113205217053444;0,114718165466912;-0,727946418574922
"16886491";-2,16864820352479;8,77432705437708;-3,93625710269312;0,00113828081222764;0,114718165466912;-0,733033011001694
"17088100";-1,63963254038383;8,06701696463083;-3,92549846513807;0,00116463499158383;0,115283856768011;-0,754250860106258
"16965716";-1,34418451217035;6,08921240596548;-3,92235239635272;0,00117245712490069;0,115283856768011;-0,760455978199941
"16656567";1,87678195854883;5,0942523227619;3,92103482606463;0,00117574873330416;0,115283856768011;-0,763054745540583
"17034254";-1,24503876557919;7,74905179192592;-3,92001748883784;0,00117829665601444;0,115283856768011;-0,765061363222175
"16683445";-1,39774302189864;6,81664114803993;-3,90796661078668;0,00120890470091101;0,117421439210226;-0,78883258487782
"16888270";1,4130317856761;7,66684184237919;3,89635022370376;0,00123916715048446;0,119494938741682;-0,811749745199626
"16651937";1,82374401382757;8,68593168121347;3,88650562744095;0,00126541034488615;0,119998697784558;-0,831173602247408
"16652601";1,82374401382757;8,68593168121347;3,88650562744095;0,00126541034488615;0,119998697784558;-0,831173602247408
"17080666";-1,41102629387526;5,33733521819551;-3,88434351880015;0,00127124851427986;0,119998697784558;-0,83543979368052
"16676167";-1,80934350935728;7,65451015119922;-3,86800175291125;0,0013162607980435;0,121177188772518;-0,867687435069056
"16896561";-1,29216471994823;8,9903677784005;-3,85934311923782;0,00134075699449669;0,121177188772518;-0,884775525508132
"16886717";-1,38008428755381;8,59838012186393;-3,85760734506224;0,00134572260635247;0,121177188772518;-0,888201267777004
"17059388";1,08375418895493;6,52907067019888;3,85459964642263;0,00135437071740279;0,121177188772518;-0,894137396800532
"16873562";1,17354566173205;7,86303448280682;3,85068245331491;0,0013657177974939;0,121177188772518;-0,901868735317986
"16654935";-1,65380097185649;5,11092269341262;-3,84960146105262;0,00136886595014001;0,121177188772518;-0,904002319558368
"16935380";1,19194044250101;6,09475044688806;3,8463628723687;0,00137834138680596;0,121177188772518;-0,91039450393244
"16896859";1,25202411543652;5,2685116398862;3,84576034700177;0,00138011151525542;0,121177188772518;-0,91158375712151
"16997636";-1,93004330492987;6,6624093691597;-3,84225776572666;0,00139044693813552;0,121177188772518;-0,91849717666136
"17043982";-1,64903205734998;7,50745662409965;-3,8418823484073;0,00139155932855663;0,121177188772518;-0,91923818703411
"17126240";-1,47141355093538;5,63074222018817;-3,83994874214919;0,00139730294367837;0,121177188772518;-0,923054826206045
"16819224";-1,15539344495344;6,63980690301079;-3,83520192821196;0,00141150425293973;0,121177188772518;-0,932424487977441
"16941024";-1,33060105032382;7,12780145592954;-3,83293617316206;0,00141833391761243;0,121177188772518;-0,936896916323741
"16807317";-1,74625498921892;5,14698213931416;-3,83243109889229;0,00141986088580403;0,121177188772518;-0,93789390221849
"16714618";-1,48916734518091;5,09905870788584;-3,83198117167846;0,00142122252226737;0,121177188772518;-0,938782033494028
"16652869";-1,56150720530972;6,82656957937345;-3,8296234585714;0,00142837927678736;0,121177188772518;-0,943436063054078
"16653547";-1,31602418236329;5,87272737477735;-3,82070509752525;0,00145577990131496;0,122724992435382;-0,961041048189526
"17109042";-1,13751358524083;7,2977534243782;-3,81567712761614;0,00147146000821522;0,123046715564396;-0,970966662574489
"16964799";1,47233875752081;6,65400481216515;3,81360990818667;0,00147795592404266;0,123046715564396;-0,975047580461439
"17122608";-1,0552220357713;4,66775830652267;-3,80856659387005;0,00149392492468017;0,123608454879093;-0,985003775492878
"16689354";-1,52293426377742;6,66936184005697;-3,80124040101963;0,00151743171460534;0,124431780236324;-0,999467005241739
"16952769";-1,35388622254349;6,24491577438326;-3,79844693199663;0,00152649236922042;0,124431780236324;-1,00498190689711
"16678095";-1,22194604066052;4,89513049159031;-3,79684120696158;0,00153172513719736;0,124431780236324;-1,00815196945019
"16988913";-1,5725277932897;7,51184300653251;-3,79257489851232;0,00154571596465601;0,124811908374995;-1,01657468774626
"16651941";-1,45979018669307;5,1157492115248;-3,78294612466172;0,00157776586903243;0,125883176836373;-1,03558449731093
"16652605";-1,45979018669307;5,1157492115248;-3,78294612466172;0,00157776586903243;0,125883176836373;-1,03558449731093
"16966967";-1,46803292758155;6,24941142532948;-3,77269211893793;0,00161263093999272;0,126135553914042;-1,05582900713918
"16766940";-1,39108009559708;4,64231404344787;-3,76980306313496;0,00162259306805992;0,126135553914042;-1,0615329150983
"17023799";-1,75081908008175;6,81465783216354;-3,76808606656475;0,00162854290797887;0,126135553914042;-1,06492281299714
"16740338";1,5999251301376;4,30870550238296;3,76382031951438;0,00164341978681834;0,126135553914042;-1,07334476530219
"16933760";-1,33504665858426;7,61986851475241;-3,76215372647523;0,00164926904880653;0,126135553914042;-1,07663515596425
"16835672";-1,22153281291939;8,09658298229011;-3,76209303163824;0,00164948246406512;0,126135553914042;-1,0767549870942
"17077388";-1,34598337580377;6,52652184464511;-3,76156758293785;0,00165133120628864;0,126135553914042;-1,07779239181825
"16854299";-1,97238288368428;6,09688664828352;-3,7594108510175;0,00165894127492108;0,126135553914042;-1,08205047356575
"17122106";-1,6643069115987;7,44980308531388;-3,75596744500582;0,00167116441192122;0,126135553914042;-1,08884885794991
"16665717";-1,3762936279207;7,29344866761161;-3,75313815513173;0,00168127520633756;0,126135553914042;-1,09443477179721
"17014114";-1,44694470099403;7,9247987175028;-3,75010085395129;0,00169219767224575;0,126135553914042;-1,10043135244447
"16824352";-1,3227522863186;7,98816026563244;-3,74964238216251;0,00169385255927541;0,126135553914042;-1,10133651739985
"17013552";1,51971400932504;6,59276919437627;3,73475116094776;0,00174849534088343;0,129485257177909;-1,13073606698433
"16771522";2,24729456836858;5,78557324881732;3,73039568241674;0,00176480926946055;0,129714830283952;-1,13933487098051
"16670469";-1,54360857241884;7,6770522395408;-3,72767728234637;0,00177506860558278;0,129714830283952;-1,14470162410511
"16965680";-1,2281999980575;7,20957099773412;-3,72621096751943;0,00178062733305336;0,129714830283952;-1,14759645324722
"17008005";1,50220616959981;4,90263940396839;3,72224074848486;0,00179576599340477;0,130110526354582;-1,1554344778127
"16819152";-1,46343661549794;7,36248160667156;-3,71753425407838;0,00181387933488625;0,130555525042123;-1,1647259279194
"16846259";1,13021490586134;4,66295846731161;3,71559706121407;0,00182138788293621;0,130555525042123;-1,16855024280746
"16776936";-1,78401081234446;7,32432698756135;-3,70555688942467;0,00186080553340696;0,132671475371207;-1,18837059705011
"17124828";-1,64716228536365;7,59307889957917;-3,69270241299477;0,00191252240251491;0,135413830765522;-1,21374531002359
"16841575";-1,12132347779344;5,9004674639724;-3,69100119449793;0,00191947387686132;0,135413830765522;-1,2171033798444
"17043529";-1,31008580718022;7,6925568613369;-3,68505531396629;0,0019439691673837;0,136423888584351;-1,2288398056226
"16906308";-1,52873672522825;6,72426366738182;-3,67793145729497;0,00197372993799195;0,137791021296063;-1,2429008205374
"16688339";-1,2085875192941;8,21652666238535;-3,6751242664046;0,00198558223386076;0,137900229340257;-1,24844144428993
"17088116";-1,53992308918765;4,65921369148128;-3,6694082418221;0,00200993668797043;0,138872120441009;-1,25972295588701
"16656581";1,34801388302566;3,96249154641024;3,66250541869055;0,00203974669949834;0,140152136125827;-1,27334614393512
"16938724";-1,36813541799785;7,04714351798131;-3,6593482017894;0,00205352830132275;0,140152136125827;-1,27957686829823
"16788626";1,45436833172651;4,79734454604565;3,65388243230604;0,00207760764053446;0,140152136125827;-1,29036308815338
"17121404";-1,53677018378665;7,03808289239238;-3,65270440074009;0,00208283432925584;0,140152136125827;-1,29268776197197
"16835622";2,89165491504581;6,60083501522528;3,65211591450001;0,00208545024952418;0,140152136125827;-1,29384904454869
"16925594";-1,51813456456091;4,63404372431267;-3,65082531661793;0,00209119868883658;0,140152136125827;-1,29639580904824
"16754373";-1,24058112046164;9,52956374246491;-3,64595777962753;0,00211302213693076;0,14091019265383;-1,3060007461061
"16835638";1,72790800347831;5,31332644662053;3,63674277638392;0,00215496312556454;0,142499394995807;-1,32418312205341
"16947715";-1,81096770128221;6,3848491667329;-3,63289202445638;0,00217273506732253;0,142499394995807;-1,33178063163801
"17067838";1,77121582591548;5,87969261839568;3,63108167221145;0,00218114075539808;0,142499394995807;-1,33535233610877
"16654439";-2,49811160501614;5,037628679336;-3,62786168733372;0,00219617196983147;0,142499394995807;-1,34170497513363
"16964831";1,64395749993771;4,79950602609098;3,62596155701662;0,00220509051368648;0,142499394995807;-1,34545359329917
"17086208";-1,12840906395698;5,88270485257229;-3,62592556368005;0,00220525980273213;0,142499394995807;-1,34552460094667
"16786010";-1,39570175583523;8,30227190800077;-3,6233365848498;0,00221747080138136;0,142499394995807;-1,35063206044747
"17002667";1,19740961571973;6,04828227989095;3,62240061739423;0,0022219019362969;0,142499394995807;-1,3524784709334
"16723546";-1,20980881320657;7,65550008969614;-3,61072842507871;0,00227791049100026;0,145084124471642;-1,37550279040948
"16885874";-1,34867489423474;7,11713135078862;-3,60950711067484;0,00228385185493259;0,145084124471642;-1,37791173499473
"16703251";-1,16750481660723;6,46538949065396;-3,60161870281743;0,00232260157740743;0,14684977143193;-1,39347005544114
"16957095";-1,35316955448074;8,33801274689072;-3,59365039172571;0,00236241065161877;0,148665504104686;-1,40918426958517
"17057525";-1,2328022766433;7,4115371666434;-3,58827074027667;0,0023896716284581;0,149276204705155;-1,41979240712772
"16934238";-1,27890113570488;6,6960989337891;-3,58734613317417;0,00239438854160014;0,149276204705155;-1,42161555584468
"17059932";-1,1315322973594;8,61521751159735;-3,58491757512146;0,00240682223712334;0,149356691048154;-1,42640408857436
"17122604";-1,30086534840824;5,33527791465753;-3,57596856715526;0,00245319826547708;0,150991341010353;-1,44404784122417
"16836021";-1,15719714440668;7,25967279571102;-3,57549191862714;0,00245569325128745;0,150991341010353;-1,44498752598494
"17005573";-1,2554909244509;5,32649652161033;-3,57192420052791;0,00247444884933581;0,151449828203184;-1,45202084509299
"16782826";-1,2097336988121;7,10412214404353;-3,56878186886693;0,00249108656444791;0,151527370168221;-1,45821522785396
"16744616";-1,22827204595128;5,25581570660284;-3,56742128649644;0,00249832503783772;0,151527370168221;-1,46089720245365
"16907044";-1,31303700338568;7,14239750725784;-3,56469729638948;0,00251288015674688;0,151723628923582;-1,46626653694906
"16972663";1,10561600440189;5,86348388536603;3,54996251180732;0,00259309186407304;0,153900465867763;-1,49530628891724
"17080342";-1,45521604412324;7,17920933056669;-3,54912706060688;0,00259771556524323;0,153900465867763;-1,49695259122479
"16979339";-1,34594129038677;5,42158900086421;-3,54871933155143;0,00259997507616676;0,153900465867763;-1,4977560344403
"16982244";-1,04923161297919;4,16533301299005;-3,54569797836237;0,00261677969390493;0,153900465867763;-1,50370951867269
"16712879";-1,48933356004969;6,34019390589079;-3,54159434802656;0,00263977748747001;0,153900465867763;-1,51179505579515
"16998906";-1,04459445651706;6,44596961471249;-3,53874152427693;0,00265588409654829;0,153900465867763;-1,51741570829044
"16967794";-1,55716239647631;6,82448216792872;-3,53665896941172;0,0026677037253017;0,153900465867763;-1,52151857563396
"16793129";-1,72140813528998;5,74191702215737;-3,5350005940628;0,00267715340357171;0,153900465867763;-1,52478564191927
"17119992";-1,11005800513599;4,8675426978954;-3,53344666348764;0,00268603822246307;0,153900465867763;-1,52784685066878
"16675398";-1,2715589759127;7,29414511682675;-3,53182845833054;0,00269532178654363;0,153900465867763;-1,5310345782818
"16968122";1,27859162741739;6,16318236281891;3,5277885647486;0,00271863829915723;0,153900465867763;-1,53899237453069
"17039299";-1,1503075643154;8,74297489657624;-3,52674553234066;0,00272469081531639;0,153900465867763;-1,5410468371355
"16712934";-1,37446884559933;7,39022218407531;-3,52673149693873;0,00272477235156331;0,153900465867763;-1,54107448238962
"16905590";-1,1347188364347;6,82781693018273;-3,52601683513231;0,00272892727223112;0,153900465867763;-1,54248212709738
"16841660";-1,27016410477557;5,90378502729069;-3,52568091040755;0,0027308824618783;0,153900465867763;-1,5431437792831
"17018396";1,51589323213275;5,50605631230948;3,5253790938042;0,0027326403220328;0,153900465867763;-1,54373824669391
"16779766";-1,17719641481203;7,68272575858337;-3,52144960924905;0,00275562986833169;0,154545869268276;-1,55147754200849
"16867784";-1,55666723585807;8,23217305787259;-3,51648923419693;0,00278492607970857;0,155538121551724;-1,56124630729952
"16781285";-1,21052255006425;9,14976808790862;-3,50869142215962;0,00283160893748341;0,157444160559016;-1,57660089242848
"16788628";1,6014584550776;5,16850277224865;3,50544512019757;0,00285127251576923;0,157444160559016;-1,58299236924734
"17110372";-1,17738792087439;7,03172405670203;-3,50494859025257;0,00285429207817375;0,157444160559016;-1,58396992037548
"16913537";-1,88052259387508;6,12762591585118;-3,50057325581463;0,00288103799329666;0,158254478750446;-1,59258345170308
"16835629";-1,79342583927648;6,73706111488901;-3,4986951130827;0,00289259529199189;0,158254478750446;-1,59628060457015
